,team1_score,WLoc,num_ot,team1_seed,strongseed,team2_region,team1_region,season,host,host_lat,host_long,team2_lat,team2_long,team1_lat,team1_long,team2_coach_id,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_career_school_losses,team2_pt_career_overall_wins,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,team1_coach_id,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_career_school_losses,team1_pt_career_overall_wins,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team2_ap_preseason,team2_coaches_before_final,team2_coaches_preseason,team1_ap_final,team1_ap_preseason,team1_coaches_before_final,team1_coaches_preseason,team2_fg2pct,team2_blockpct,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team1_blockpct,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,sead_diff,score_diff,exp_win1,dist2,diff_dist
15,69,N,0,8,1,Y,W,2022,new_orleans,29.9667,-90.05,38.957351,-95.24587,35.912165,-79.050969,bill-self-1,17.0,22.0,10.0,13.0,3.0,124,757.0,229,28.0,6,28.0,6,hubert-davis-1,0.0,0.0,0.0,0.0,0.0,9,24.0,9,24.0,9,24.0,9,3.0,3.0,3.0,,19.0,,20.0,54.5115585384042,10.4988830975428,34.1989220970113,53.9014373716632,47.4794841735053,0.0912186370554791,9.8145285935085,36.8780487804878,53.6184210526316,48.0314960629921,0.0766915521470421,69.1275,111.605,119.388,97.191,93.9009,70.2181,70.1745,109.416,113.035,100.974,96.9911,7,-3,0.8532597829544528,1107.2227211096529,112.79883712787932
16,55,N,0,16,1,Z,Z,2021,indianapolis,39.761,-86.165,31.545956,-97.119359,41.796485,-72.714965,scott-drew-1,8.0,8.0,4.0,4.0,0.0,215,386.0,226,22.0,2,22.0,2,john-gallagher-1,0.0,0.0,0.0,0.0,0.0,186,157.0,186,15.0,8,15.0,8,,,,,,,,54.1304347826087,10.3092783505155,34.3115124153499,54.8257372654155,51.6521739130435,0.126946638128275,6.09597924773022,40.6923076923077,46.5930018416206,48.2504604051565,0.105317383091981,68.3946,119.43,123.961,94.472,93.0356,66.4658,66.7077,99.1816,98.185,95.4155,99.4873,15,-24,0.46218975746918145,1345.318053149621,-191.3342914867833
17,76,N,0,10,2,Z,Z,2003,oklahoma_city,35.4822,-97.535,38.957351,-95.24587,33.421922,-111.940011,roy-williams-1,13.0,13.0,8.0,8.0,3.0,100,413.0,100,25.0,7,25.0,7,rob-evans-1,0.0,2.0,0.0,0.0,0.0,71,165.0,152,19.0,11,19.0,11,2.0,6.0,2.0,,,,,53.479,11.4733,30.2093,54.7187,48.0899,0.1325,10.6109,28.5878,56.6038,56.1224,0.0757,73.7257,109.8827,111.7339,89.5496,88.2407,69.5948,68.5383,108.2894,111.0911,98.4126,96.319,8,-32,0.8376542817006892,436.4496464013761,903.2350150385225
18,50,N,0,15,7,Z,Z,2012,omaha,41.25,-96.0,29.638248,-82.361195,36.8487,-76.2625,billy-donovan-1,11.0,11.0,5.0,5.0,3.0,157,418.0,177,23.0,10,23.0,10,anthony-evans-2,0.0,0.0,0.0,0.0,0.0,81,77.0,81,25.0,9,25.0,9,8.0,21.0,10.0,,,,,53.0875,8.8842,31.9632,56.4549,51.5429,0.0958,12.098,33.1627,49.1546,47.5776,0.0911,64.8676,115.6731,118.5885,100.7488,100.0833,68.635,67.7355,100.4777,98.8032,96.4788,101.0852,8,-34,0.4347276453924126,1783.2495000168844,-13.840606021912436
19,63,N,0,1,1,Y,Z,2008,san_antonio,29.4167,-98.5,35.115864,-89.993508,34.068892,-118.443901,john-calipari-1,4.0,9.0,2.0,5.0,0.0,64,407.0,135,33.0,1,33.0,1,ben-howland-1,3.0,6.0,2.0,4.0,2.0,44,288.0,145,31.0,3,31.0,3,3.0,3.0,3.0,3.0,2.0,2.0,2.0,52.9597,14.9877,28.7215,55.7305,49.1601,0.1198,10.8564,27.4817,54.4367,50.4662,0.1123,69.7446,112.8163,111.949,85.7181,85.856,64.9982,65.5595,113.7163,116.1109,91.7343,89.3351,0,-15,0.9532356044614626,1020.0280324322051,932.5435798210455
20,76,N,0,10,7,Y,Y,2015,omaha,41.25,-96.0,37.716484,-97.296733,39.166383,-86.526904,gregg-marshall-1,3.0,10.0,1.0,1.0,1.0,75,396.0,158,28.0,4,28.0,4,tom-crean-1,2.0,7.0,2.0,3.0,0.0,110,311.0,206,20.0,13,20.0,13,11.0,11.0,11.0,,,,,48.9478,11.1111,29.7063,56.4753,44.6667,0.115,7.8711,30.7013,51.5017,47.8857,0.0754,62.1472,111.9834,112.9808,90.9871,92.9254,66.8407,66.5749,115.3436,116.6055,106.7491,104.6528,3,-5,0.7762082194222001,408.4788852087866,428.43653010209215
21,72,N,0,8,8,W,W,2013,dayton,39.7594,-84.1917,39.980943,-75.158267,35.785111,-78.674517,fran-dunphy-1,5.0,14.0,0.0,0.0,0.0,74,467.0,237,23.0,9,23.0,9,mark-gottfried-1,1.0,8.0,1.0,2.0,0.0,23,326.0,178,24.0,10,24.0,10,,,,,6.0,,6.0,48.7961,9.4951,29.4899,58.4019,51.5777,0.1161,10.124,32.3077,51.8782,45.6062,0.0942,67.0178,107.0557,110.1654,100.225,99.0005,68.693,68.1518,112.277,114.0926,101.6736,98.0104,-1,-4,0.8516085482702054,771.236814064437,-115.19773362905653
22,63,N,0,2,2,W,W,2016,st_louis,38.6272,-90.1978,43.073858,-89.405356,39.149291,-84.477648,greg-gard-1,0.0,0.0,0.0,0.0,0.0,7,13.0,7,713.0,57,13.0,7,chris-mack-1,5.0,5.0,3.0,3.0,0.0,76,161.0,76,27.0,5,27.0,5,17.0,,17.0,5.0,,,,46.6321,8.4788,29.2769,49.4008,46.7852,0.091,8.6879,40.4435,59.8174,55.2732,0.1004,64.4277,106.662,110.802,99.9787,94.4429,72.8035,72.8248,111.904,116.212,97.5523,94.5116,-5,-3,0.9150546441707186,499.06736772559725,-0.5194229246153554
23,67,N,0,2,2,X,X,2011,anaheim,33.8361,-117.8897,41.808215,-72.249537,32.77525,-117.071228,jim-calhoun-1,16.0,21.0,12.0,12.0,3.0,231,851.0,368,26.0,9,26.0,9,steve-fisher-1,3.0,10.0,0.0,4.0,0.0,151,415.0,232,32.0,2,32.0,2,,8.0,,7.0,25.0,5.0,,47.6717,13.5714,32.2034,50.7123,51.4902,0.0948,12.092,29.6084,50.2726,49.0066,0.0947,66.2648,108.5852,113.8185,98.411,93.8292,64.1492,64.1696,110.6201,111.798,91.8636,88.5442,-1,-7,0.9359384757170829,4057.544682633944,-3917.144567172648
24,50,N,0,12,5,X,X,2015,portland,45.52,-122.6819,40.762484,-111.846044,31.58562,-94.58546,larry-krystkowiak-1,0.0,2.0,0.0,0.0,0.0,63,108.0,83,24.0,8,24.0,8,brad-underwood-1,1.0,1.0,0.0,0.0,0.0,7,61.0,7,29.0,4,29.0,4,25.0,15.0,,,,,,52.7607,13.5043,28.3088,57.7483,43.75,0.0923,9.3866,27.7852,64.9877,47.5684,0.1062,61.1685,113.6498,113.0478,91.0838,90.5691,67.8623,66.7666,115.7403,112.9876,96.5187,99.1309,7,-7,0.8182631333713408,1025.068958722828,1845.8801953225384
25,74,N,0,4,4,X,X,2003,spokane,47.6589,-117.425,41.808215,-72.249537,37.431746,-122.182212,jim-calhoun-1,10.0,15.0,8.0,8.0,1.0,159,647.0,296,21.0,9,21.0,9,mike-montgomery-1,10.0,10.0,3.0,3.0,1.0,165,515.0,242,23.0,8,23.0,8,15.0,24.0,14.0,15.0,,16.0,,49.5804,16.6667,30.705,52.0747,54.3452,0.0792,8.9518,31.9979,56.6392,48.2097,0.0779,72.5331,108.4406,110.588,97.1758,93.6982,68.4665,67.1391,105.0137,108.5081,97.5709,94.8152,-1,-11,0.825100480975907,3576.057573790433,-2374.1571001246048
26,54,N,0,14,3,Y,Y,2013,auburn_hills,42.6875,-83.2342,42.72476,-84.473639,41.463176,-87.045853,tom-izzo-1,15.0,15.0,10.0,10.0,6.0,177,437.0,177,25.0,8,25.0,8,bryce-drew-1,0.0,0.0,0.0,0.0,0.0,19,48.0,19,26.0,7,26.0,7,14.0,9.0,14.0,,,,,50.4077,11.0659,34.3132,53.4038,51.0176,0.1248,8.5023,26.1946,57.1069,49.5172,0.1004,64.3999,105.2819,110.5066,92.8299,89.6802,65.0779,65.9264,109.3647,109.6939,95.5053,98.7489,11,-11,0.7700874734713318,101.39105202105172,241.46528599504472
27,73,N,0,3,2,X,Z,2004,san_antonio,29.4167,-98.5,41.808215,-72.249537,33.773732,-84.396019,jim-calhoun-1,11.0,16.0,9.0,9.0,1.0,166,676.0,303,27.0,6,27.0,6,paul-hewitt-1,1.0,2.0,0.0,0.0,0.0,53,137.0,80,23.0,9,23.0,9,1.0,7.0,1.0,14.0,,15.0,,50.7287,17.5097,28.0975,59.0121,50.5411,0.0855,11.505,32.8995,56.2682,54.104,0.123,70.0805,112.3242,113.6357,91.5039,90.1791,72.6362,71.1581,106.9236,112.3931,92.1012,90.5671,1,-9,0.922940196822601,2728.4775319311593,-1308.5860499208873
28,77,N,0,3,1,Y,Y,2007,st_louis,38.6272,-90.1978,29.638248,-82.361195,44.044515,-123.07398,billy-donovan-1,8.0,8.0,3.0,3.0,2.0,103,290.0,123,29.0,5,29.0,5,ernie-kent-1,3.0,4.0,1.0,1.0,0.0,119,280.0,199,26.0,7,26.0,7,1.0,3.0,1.0,16.0,,12.0,,58.7234,12.2707,31.3504,54.7556,45.7356,0.0988,5.4054,34.0241,53.271,50.1099,0.102,66.382,117.7637,118.3834,91.5113,92.6925,67.2739,66.9999,112.6453,115.7993,97.8219,97.5042,2,-8,0.8784224461559427,1231.8516032059151,1559.5519771557465
29,66,N,0,8,1,W,W,2011,cleveland,41.4822,-81.6697,39.998389,-83.009001,38.83088,-77.30794,thad-matta-1,4.0,8.0,2.0,3.0,1.0,56,290.0,87,32.0,2,32.0,2,jim-larranaga-1,4.0,4.0,1.0,1.0,1.0,163,441.0,308,26.0,6,26.0,6,4.0,1.0,5.0,,,,,52.852,9.1261,34.5648,57.7188,50.5967,0.1103,8.9358,33.3514,55.137,51.6426,0.1009,65.6197,119.2011,122.7577,93.4258,93.0615,64.3914,65.8399,112.8517,112.5054,94.5228,95.7192,7,-32,0.8650866114798269,199.94218961405602,273.72103326103826
30,68,N,0,16,1,Z,Z,2005,charlotte,35.2269,-80.8433,35.912165,-79.050969,42.67255,-83.218895,roy-williams-1,1.0,15.0,0.0,9.0,0.0,15,464.0,116,27.0,4,27.0,4,greg-kampe-1,0.0,0.0,0.0,0.0,0.0,92,84.0,92,12.0,18,12.0,18,4.0,3.0,3.0,,,,,54.1004,9.8611,36.6755,62.5887,54.655,0.1292,7.1291,39.2982,58.0026,66.0494,0.1038,74.6791,115.7773,119.3614,92.0156,91.036,65.8466,65.9925,106.5184,106.3563,110.8047,107.7048,15,-28,0.46384004165360104,179.17805852354633,674.0099797363937
31,83,N,2,5,5,X,X,2016,denver,39.7392,-104.9903,34.726644,-92.341835,40.428206,-86.914435,chris-beard-1,0.0,0.0,0.0,0.0,0.0,4,29.0,4,29.0,4,29.0,4,matt-painter-1,7.0,8.0,2.0,2.0,0.0,133,263.0,138,26.0,8,26.0,8,,,,13.0,23.0,,24.0,49.4139,9.9165,39.9749,51.5464,51.7628,0.0978,11.6262,33.0212,64.0257,51.2594,0.0626,64.4423,108.542,107.785,93.4359,95.3045,68.0535,68.2777,114.543,116.418,94.5947,91.7526,-7,-2,0.9392349223493993,1249.603398974212,287.9201649861227
32,70,N,0,8,8,Y,Y,2005,charlotte,35.2269,-80.8433,33.425002,-88.879658,37.431746,-122.182212,rick-stansbury-1,3.0,3.0,0.0,0.0,0.0,74,148.0,74,22.0,10,22.0,10,trent-johnson-1,0.0,1.0,0.0,1.0,0.0,12,97.0,86,18.0,12,18.0,12,12.0,,14.0,,,,25.0,49.0497,8.9132,36.082,54.5977,55.3114,0.0992,6.6303,28.4199,48.1912,51.6426,0.0965,70.1456,104.6399,105.8001,95.8627,93.6936,68.9204,68.0227,101.0188,104.6802,98.3397,94.0718,-1,-23,0.7736074577482186,764.6745713684127,2918.145698111609
33,63,N,0,9,8,Y,Y,2002,greenville,35.6017,-77.3725,41.616717,-86.289848,35.306834,-80.73579,mike-brey-1,1.0,3.0,0.0,0.0,0.0,20,140.0,72,21.0,10,21.0,10,bobby-lutz-1,2.0,2.0,0.0,0.0,0.0,49,80.0,49,18.0,11,18.0,11,,,,,,,,49.037,10.9142,30.6634,67.0759,56.5271,0.1099,6.1591,33.047,54.6649,53.2325,0.0987,70.1299,109.0,113.8693,95.8235,97.3342,68.4682,68.4936,107.2881,111.8788,99.058,97.3901,1,-19,0.8313118381767565,1022.8789098177607,-716.4020394209201
34,50,N,0,6,6,X,X,2010,new_orleans,29.9667,-90.05,36.884919,-76.309653,41.616717,-86.289848,blaine-taylor-1,2.0,4.0,0.0,0.0,0.0,102,328.0,168,26.0,8,26.0,8,mike-brey-1,5.0,7.0,1.0,1.0,0.0,112,310.0,164,23.0,11,23.0,11,,,,,,,,49.1547,8.6491,34.9411,59.9783,53.5904,0.1242,7.7612,33.2669,63.7255,55.7847,0.0857,64.0617,106.2626,106.9823,90.1057,91.4813,64.3472,63.7279,116.6644,118.1491,105.7914,99.8575,-5,-1,0.8737286824028416,1487.3580674718744,-148.24014938213122
35,70,N,0,1,1,Z,X,2021,indianapolis,39.761,-86.165,31.545956,-97.119359,47.668144,-117.403062,scott-drew-1,8.0,8.0,4.0,4.0,0.0,215,386.0,226,22.0,2,22.0,2,mark-few-1,20.0,20.0,9.0,9.0,1.0,124,625.0,124,26.0,0,26.0,0,,,,,,,,54.1304347826087,10.3092783505155,34.3115124153499,54.8257372654155,51.6521739130435,0.126946638128275,7.10854947166186,34.4870988042794,53.6036036036036,44.812030075188,0.110359626769873,68.3946,119.43,123.961,94.472,93.0356,75.2784,74.7756,122.395,126.808,91.6576,88.7549,0,-16,0.9837479102357352,1345.318053149621,1294.3564935083195
36,60,N,0,12,4,X,X,2014,san_diego,32.715,-117.1625,34.068892,-118.443901,31.58562,-94.58546,steve-alford-1,0.0,7.0,0.0,1.0,0.0,8,411.0,214,26.0,8,26.0,8,brad-underwood-1,0.0,0.0,0.0,0.0,0.0,2,31.0,2,31.0,2,31.0,2,22.0,15.0,23.0,,,,,52.9818,8.9504,41.5597,59.2731,56.6815,0.1307,8.8287,26.1935,62.3256,48.2468,0.1042,70.0548,115.4258,116.7863,99.9588,97.5046,65.1297,63.6072,116.0776,111.6118,96.7428,100.7614,8,-17,0.7642497196680079,191.93244677118216,1933.9242997390897
37,69,N,2,10,7,X,X,2004,buffalo,42.9047,-78.8494,41.923332,-87.654116,39.73686,-84.173662,dave-leitao-1,0.0,0.0,0.0,0.0,0.0,22,59.0,57,21.0,9,21.0,9,brian-gregory-1,0.0,0.0,0.0,0.0,0.0,8,24.0,8,24.0,8,24.0,8,,,,,,,,50.1931,6.4404,37.0411,53.7515,59.3464,0.0839,7.8333,36.1362,62.6923,52.6728,0.0704,64.0949,109.1876,113.5851,103.8945,101.7404,63.8528,63.8069,106.0314,106.8096,100.0119,97.0935,3,-7,0.7496588880018311,730.8847952684208,-163.65743834015575
38,71,N,0,9,8,W,W,2005,boise,43.6167,-116.2,45.521394,-123.108777,40.444502,-79.954692,bob-thomason-1,2.0,2.0,0.0,0.0,0.0,212,285.0,212,26.0,3,26.0,3,jamie-dixon-1,1.0,1.0,1.0,1.0,0.0,13,51.0,13,20.0,8,20.0,8,,20.0,,22.0,17.0,,17.0,55.3172,8.2192,35.8946,58.1864,51.5915,0.0767,11.8562,35.7277,59.4851,61.8238,0.0998,64.432,111.9664,111.96,98.0723,98.3435,64.4186,64.8737,111.5947,113.9544,97.2655,95.7879,1,-8,0.8804936234781795,586.7758075613393,2404.5422526076845
39,65,N,0,16,1,W,W,2007,winstonsalem,36.1028,-80.2605,35.912165,-79.050969,37.740396,-84.301356,roy-williams-1,3.0,17.0,1.0,10.0,1.0,29,521.0,130,28.0,6,28.0,6,jeff-neubauer-1,0.0,0.0,0.0,0.0,0.0,27,35.0,27,21.0,11,21.0,11,2.0,4.0,2.0,,,,,54.6067,11.0045,32.513,58.9722,53.2225,0.1101,7.5622,37.5776,60.8163,61.7687,0.1242,72.9832,116.3077,118.0858,91.9683,90.4833,61.729,62.0292,104.3443,100.227,101.2686,103.0133,15,-21,0.4218129005221033,110.87715391821264,291.9276473686076
